total_requests,successful_requests,failed_requests,avg_response_time,min_response_time,max_response_time,throughput,errors,test_name,duration,start_time,end_time,timestamp
300,300,0,0.688880025545756,0.01172780990600586,4.303854703903198,1.4151520395472295,,Demo API Load Test,215.1891872882843,1750809225.1159139,1750809440.305203,2025-06-24T19:57:20.305205
